GAME_DATE,MATCHUP,PTS,REB,AST,BLK,PLAYER_NAME,POINTS_THRESHOLD,REBOUNDS_THRESHOLD,BLOCKS_THRESHOLD,ASSISTS_THRESHOLD
"DEC 05, 2024",MEM vs. SAC,18,4,5,0,Marcus Smart,1,0,0,1
"DEC 03, 2024",MEM @ DAL,0,2,6,0,Marcus Smart,0,0,0,1
"DEC 01, 2024",MEM vs. IND,16,1,6,0,Marcus Smart,1,0,0,1
"NOV 29, 2024",MEM vs. NOP,11,4,6,0,Marcus Smart,1,0,0,1
"NOV 27, 2024",MEM vs. DET,25,4,5,0,Marcus Smart,1,0,0,1
"NOV 25, 2024",MEM vs. POR,6,0,4,0,Marcus Smart,0,0,0,1
"NOV 15, 2024",MEM @ GSW,9,5,6,2,Marcus Smart,0,1,1,1
"NOV 13, 2024",MEM @ LAL,15,2,6,1,Marcus Smart,1,0,1,1
"OCT 30, 2024",MEM vs. BKN,0,1,1,0,Marcus Smart,0,0,0,0
"OCT 28, 2024",MEM vs. CHI,1,4,7,2,Marcus Smart,0,0,1,1
"OCT 26, 2024",MEM vs. ORL,9,0,3,1,Marcus Smart,0,0,1,1
"OCT 25, 2024",MEM @ HOU,7,1,2,0,Marcus Smart,0,0,0,0
"OCT 23, 2024",MEM @ UTA,11,5,1,0,Marcus Smart,1,1,0,0
"DEC 23, 2024",MIA vs. BKN,0,1,1,0,Dru Smith,0,0,0,0
"DEC 21, 2024",MIA @ ORL,14,4,0,0,Dru Smith,1,0,0,0
"DEC 20, 2024",MIA vs. OKC,13,0,4,1,Dru Smith,1,0,1,1
"DEC 16, 2024",MIA @ DET,7,0,2,0,Dru Smith,0,0,0,0
"DEC 12, 2024",MIA vs. TOR,11,3,3,0,Dru Smith,1,0,0,1
"DEC 08, 2024",MIA vs. CLE,11,4,2,0,Dru Smith,1,0,0,0
"DEC 07, 2024",MIA vs. PHX,7,4,1,1,Dru Smith,0,0,1,0
"DEC 04, 2024",MIA vs. LAL,3,3,3,0,Dru Smith,0,0,0,1
"DEC 02, 2024",MIA @ BOS,8,4,2,0,Dru Smith,0,0,0,0
"NOV 18, 2024",MIA vs. PHI,10,6,3,0,Dru Smith,1,1,0,1
"NOV 02, 2024",MIA @ WAS,2,1,0,0,Dru Smith,0,0,0,0
"OCT 30, 2024",MIA vs. NYK,2,4,0,3,Dru Smith,0,0,1,0
"OCT 26, 2024",MIA @ CHA,0,1,1,0,Dru Smith,0,0,0,0
"OCT 23, 2024",MIA vs. ORL,0,1,1,1,Dru Smith,0,0,1,0
"DEC 30, 2024",CHI @ CHA,11,5,0,1,Jalen Smith,1,1,1,0
"DEC 26, 2024",CHI @ ATL,8,6,0,0,Jalen Smith,0,1,0,0
"DEC 23, 2024",CHI vs. MIL,14,7,2,0,Jalen Smith,1,1,0,0
"DEC 21, 2024",CHI vs. BOS,2,8,1,0,Jalen Smith,0,1,0,0
"DEC 19, 2024",CHI @ BOS,0,6,1,0,Jalen Smith,0,1,0,0
"DEC 16, 2024",CHI @ TOR,10,5,1,0,Jalen Smith,1,1,0,0
"DEC 13, 2024",CHI vs. CHA,11,11,2,5,Jalen Smith,1,1,1,0
"DEC 08, 2024",CHI vs. PHI,11,4,0,1,Jalen Smith,1,0,1,0
"DEC 06, 2024",CHI vs. IND,10,7,0,1,Jalen Smith,1,1,1,0
"DEC 05, 2024",CHI @ SAS,9,3,1,2,Jalen Smith,0,0,1,0
"DEC 02, 2024",CHI vs. BKN,8,5,0,0,Jalen Smith,0,1,0,0
"NOV 29, 2024",CHI vs. BOS,2,7,1,1,Jalen Smith,0,1,1,0
"NOV 26, 2024",CHI @ WAS,12,9,2,1,Jalen Smith,1,1,1,0
"NOV 23, 2024",CHI vs. MEM,7,5,0,1,Jalen Smith,0,1,1,0
"NOV 22, 2024",CHI vs. ATL,13,5,0,2,Jalen Smith,1,1,1,0
"NOV 20, 2024",CHI @ MIL,5,1,2,0,Jalen Smith,0,0,0,0
"NOV 18, 2024",CHI @ DET,8,5,2,0,Jalen Smith,0,1,0,0
"NOV 17, 2024",CHI vs. HOU,5,7,0,3,Jalen Smith,0,1,1,0
"NOV 15, 2024",CHI @ CLE,6,3,1,0,Jalen Smith,0,0,0,0
"NOV 13, 2024",CHI @ NYK,0,4,1,0,Jalen Smith,0,0,0,0
"NOV 09, 2024",CHI @ ATL,10,5,2,1,Jalen Smith,1,1,1,0
"NOV 07, 2024",CHI vs. MIN,9,6,0,0,Jalen Smith,0,1,0,0
"NOV 06, 2024",CHI @ DAL,2,5,0,0,Jalen Smith,0,1,0,0
"NOV 04, 2024",CHI vs. UTA,8,3,1,1,Jalen Smith,0,0,1,0
"NOV 01, 2024",CHI @ BKN,5,5,0,1,Jalen Smith,0,1,1,0
"OCT 28, 2024",CHI @ MEM,16,7,1,0,Jalen Smith,1,1,0,0
"OCT 26, 2024",CHI vs. OKC,4,6,0,0,Jalen Smith,0,1,0,0
"OCT 25, 2024",CHI @ MIL,11,5,1,0,Jalen Smith,1,1,0,0
"OCT 23, 2024",CHI @ NOP,15,5,0,0,Jalen Smith,1,1,0,0
"DEC 23, 2024",MIL @ CHI,2,2,0,0,Tyler Smith,0,0,0,0
"DEC 03, 2024",MIL @ DET,0,2,1,1,Tyler Smith,0,0,1,0
"NOV 22, 2024",MIL vs. IND,0,0,0,0,Tyler Smith,0,0,0,0
"NOV 12, 2024",MIL vs. TOR,3,1,0,0,Tyler Smith,0,0,0,0
"NOV 08, 2024",MIL @ NYK,10,2,0,2,Tyler Smith,1,0,1,0
"NOV 07, 2024",MIL vs. UTA,0,0,0,0,Tyler Smith,0,0,0,0
"OCT 31, 2024",MIL @ MEM,0,0,0,0,Tyler Smith,0,0,0,0
"OCT 28, 2024",MIL @ BOS,0,1,0,0,Tyler Smith,0,0,0,0
"OCT 27, 2024",MIL @ BKN,2,1,0,0,Tyler Smith,0,0,0,0
"OCT 25, 2024",MIL vs. CHI,0,0,0,0,Tyler Smith,0,0,0,0
"OCT 23, 2024",MIL @ PHI,5,1,0,0,Tyler Smith,0,0,0,0
"DEC 29, 2024",HOU vs. MIA,7,3,0,0,Jabari Smith Jr.,0,0,0,0
"DEC 27, 2024",HOU vs. MIN,12,6,1,1,Jabari Smith Jr.,1,1,1,0
"DEC 26, 2024",HOU @ NOP,6,6,0,1,Jabari Smith Jr.,0,1,1,0
"DEC 23, 2024",HOU @ CHA,21,11,2,0,Jabari Smith Jr.,1,1,0,0
"DEC 22, 2024",HOU @ TOR,15,9,0,4,Jabari Smith Jr.,1,1,1,0
"DEC 19, 2024",HOU vs. NOP,15,2,5,0,Jabari Smith Jr.,1,0,0,1
"DEC 14, 2024",HOU @ OKC,14,6,3,1,Jabari Smith Jr.,1,1,1,1
"DEC 11, 2024",HOU vs. GSW,15,1,1,2,Jabari Smith Jr.,1,0,1,0
"DEC 08, 2024",HOU @ LAC,13,12,2,1,Jabari Smith Jr.,1,1,1,0
"DEC 05, 2024",HOU @ GSW,5,7,1,3,Jabari Smith Jr.,0,1,1,0
"DEC 03, 2024",HOU @ SAC,6,7,1,1,Jabari Smith Jr.,0,1,1,0
"DEC 01, 2024",HOU vs. OKC,15,14,0,3,Jabari Smith Jr.,1,1,1,0
"NOV 27, 2024",HOU @ PHI,8,3,0,2,Jabari Smith Jr.,0,0,1,0
"NOV 26, 2024",HOU @ MIN,19,7,3,2,Jabari Smith Jr.,1,1,1,1
"NOV 23, 2024",HOU vs. POR,14,8,1,3,Jabari Smith Jr.,1,1,1,0
"NOV 22, 2024",HOU vs. POR,5,2,0,0,Jabari Smith Jr.,0,0,0,0
"NOV 20, 2024",HOU vs. IND,23,8,1,0,Jabari Smith Jr.,1,1,0,0
"NOV 18, 2024",HOU @ MIL,4,2,1,1,Jabari Smith Jr.,0,0,1,0
"NOV 17, 2024",HOU @ CHI,10,8,1,0,Jabari Smith Jr.,1,1,0,0
"NOV 15, 2024",HOU vs. LAC,28,11,1,0,Jabari Smith Jr.,1,1,0,0
"NOV 13, 2024",HOU vs. LAC,5,4,1,0,Jabari Smith Jr.,0,0,0,0
"NOV 11, 2024",HOU vs. WAS,11,9,0,1,Jabari Smith Jr.,1,1,1,0
"NOV 10, 2024",HOU @ DET,6,7,0,1,Jabari Smith Jr.,0,1,1,0
"NOV 08, 2024",HOU @ OKC,4,1,0,1,Jabari Smith Jr.,0,0,1,0
"NOV 06, 2024",HOU vs. SAS,12,4,0,0,Jabari Smith Jr.,1,0,0,0
"NOV 04, 2024",HOU vs. NYK,7,6,1,0,Jabari Smith Jr.,0,1,0,0
"NOV 02, 2024",HOU vs. GSW,21,7,0,0,Jabari Smith Jr.,1,1,0,0
"OCT 31, 2024",HOU @ DAL,14,6,0,0,Jabari Smith Jr.,1,1,0,0
"OCT 28, 2024",HOU @ SAS,17,8,1,0,Jabari Smith Jr.,1,1,0,0
"OCT 26, 2024",HOU @ SAS,7,7,1,0,Jabari Smith Jr.,0,1,0,0
"OCT 25, 2024",HOU vs. MEM,14,16,4,2,Jabari Smith Jr.,1,1,1,1
"OCT 23, 2024",HOU vs. CHA,8,5,1,1,Jabari Smith Jr.,0,1,1,0
"DEC 23, 2024",CHA vs. HOU,4,0,0,0,Nick Smith Jr.,0,0,0,0
"DEC 08, 2024",CHA @ IND,0,2,1,0,Nick Smith Jr.,0,0,0,0
"DEC 07, 2024",CHA vs. CLE,4,0,0,1,Nick Smith Jr.,0,0,1,0
"DEC 05, 2024",CHA @ NYK,6,3,1,0,Nick Smith Jr.,0,0,0,0
"DEC 03, 2024",CHA vs. PHI,7,2,3,0,Nick Smith Jr.,0,0,0,1
"NOV 30, 2024",CHA vs. ATL,5,1,2,0,Nick Smith Jr.,0,0,0,0
"NOV 29, 2024",CHA vs. NYK,8,0,1,0,Nick Smith Jr.,0,0,0,0
"NOV 27, 2024",CHA vs. MIA,3,1,1,0,Nick Smith Jr.,0,0,0,0
"NOV 25, 2024",CHA vs. ORL,0,1,0,0,Nick Smith Jr.,0,0,0,0
"NOV 17, 2024",CHA @ CLE,0,0,0,0,Nick Smith Jr.,0,0,0,0
"NOV 12, 2024",CHA @ ORL,0,0,1,0,Nick Smith Jr.,0,0,0,0
"NOV 08, 2024",CHA vs. IND,0,0,0,0,Nick Smith Jr.,0,0,0,0
"NOV 04, 2024",CHA @ MIN,3,0,0,0,Nick Smith Jr.,0,0,0,0
"NOV 02, 2024",CHA vs. BOS,4,1,0,0,Nick Smith Jr.,0,0,0,0
"DEC 29, 2024",SAS @ MIN,5,4,1,1,Jeremy Sochan,0,0,1,0
"DEC 27, 2024",SAS @ BKN,12,14,3,1,Jeremy Sochan,1,1,1,1
"DEC 25, 2024",SAS @ NYK,21,9,2,0,Jeremy Sochan,1,1,0,0
"DEC 23, 2024",SAS @ PHI,15,8,3,0,Jeremy Sochan,1,1,0,1
"DEC 21, 2024",SAS vs. POR,10,7,5,1,Jeremy Sochan,1,1,1,1
"DEC 19, 2024",SAS vs. ATL,20,8,4,2,Jeremy Sochan,1,1,1,1
"DEC 15, 2024",SAS vs. MIN,17,15,4,1,Jeremy Sochan,1,1,1,1
"DEC 13, 2024",SAS @ POR,15,5,3,1,Jeremy Sochan,1,1,1,1
"DEC 08, 2024",SAS vs. NOP,7,5,1,2,Jeremy Sochan,0,1,1,0
"DEC 06, 2024",SAS vs. SAC,14,5,2,0,Jeremy Sochan,1,1,0,0
"DEC 05, 2024",SAS vs. CHI,16,14,2,0,Jeremy Sochan,1,1,0,0
"DEC 03, 2024",SAS @ PHX,14,12,2,1,Jeremy Sochan,1,1,1,0
"NOV 04, 2024",SAS @ LAC,4,3,1,0,Jeremy Sochan,0,0,0,0
"NOV 02, 2024",SAS vs. MIN,19,10,4,1,Jeremy Sochan,1,1,1,1
"OCT 31, 2024",SAS @ UTA,11,5,3,1,Jeremy Sochan,1,1,1,1
"OCT 30, 2024",SAS @ OKC,17,9,4,0,Jeremy Sochan,1,1,0,1
"OCT 28, 2024",SAS vs. HOU,22,9,4,1,Jeremy Sochan,1,1,1,1
"OCT 26, 2024",SAS vs. HOU,17,12,3,0,Jeremy Sochan,1,1,0,1
"OCT 24, 2024",SAS @ DAL,18,6,2,0,Jeremy Sochan,1,1,0,0
"DEC 29, 2024",MEM @ OKC,7,5,4,0,Cam Spencer,0,1,0,1
"DEC 26, 2024",MEM vs. TOR,0,0,0,0,Cam Spencer,0,0,0,0
"DEC 21, 2024",MEM @ ATL,0,0,0,0,Cam Spencer,0,0,0,0
"DEC 19, 2024",MEM vs. GSW,5,1,0,0,Cam Spencer,0,0,0,0
"DEC 08, 2024",MEM @ WAS,14,4,5,0,Cam Spencer,1,0,0,1
"NOV 23, 2024",MEM @ CHI,2,1,0,0,Cam Spencer,0,0,0,0
"NOV 20, 2024",MEM vs. PHI,0,1,2,1,Cam Spencer,0,0,1,0
"DEC 15, 2024",GSW vs. DAL,0,0,0,0,Pat Spencer,0,0,0,0
"DEC 11, 2024",GSW @ HOU,2,0,2,0,Pat Spencer,0,0,0,0
"DEC 06, 2024",GSW vs. MIN,2,0,2,0,Pat Spencer,0,0,0,0
"DEC 05, 2024",GSW vs. HOU,0,2,1,0,Pat Spencer,0,0,0,0
"NOV 30, 2024",GSW @ PHX,0,1,3,0,Pat Spencer,0,0,0,1
"NOV 27, 2024",GSW vs. OKC,6,4,3,0,Pat Spencer,0,0,0,1
"NOV 04, 2024",GSW @ WAS,0,0,0,0,Pat Spencer,0,0,0,0
"OCT 30, 2024",GSW vs. NOP,0,0,1,0,Pat Spencer,0,0,0,0
"OCT 29, 2024",GSW vs. NOP,4,0,0,0,Pat Spencer,0,0,0,0
"DEC 29, 2024",BOS vs. IND,0,1,1,0,Jaden Springer,0,0,0,0
"DEC 27, 2024",BOS vs. IND,6,1,0,0,Jaden Springer,0,0,0,0
"DEC 21, 2024",BOS @ CHI,3,1,0,0,Jaden Springer,0,0,0,0
"DEC 19, 2024",BOS vs. CHI,0,4,0,0,Jaden Springer,0,0,0,0
"DEC 15, 2024",BOS @ WAS,1,1,0,0,Jaden Springer,0,0,0,0
"DEC 02, 2024",BOS vs. MIA,0,0,0,0,Jaden Springer,0,0,0,0
"DEC 01, 2024",BOS @ CLE,0,1,0,0,Jaden Springer,0,0,0,0
"NOV 25, 2024",BOS vs. LAC,3,1,2,0,Jaden Springer,0,0,0,0
"NOV 04, 2024",BOS @ ATL,2,1,0,0,Jaden Springer,0,0,0,0
"NOV 01, 2024",BOS @ CHA,0,0,0,0,Jaden Springer,0,0,0,0
"OCT 28, 2024",BOS vs. MIL,0,0,0,0,Jaden Springer,0,0,0,0
"OCT 24, 2024",BOS @ WAS,1,3,1,0,Jaden Springer,0,0,0,0
"DEC 28, 2024",DET @ DEN,3,4,3,0,Isaiah Stewart,0,0,0,1
"DEC 16, 2024",DET vs. MIA,4,3,0,0,Isaiah Stewart,0,0,0,0
"DEC 12, 2024",DET @ BOS,2,5,0,1,Isaiah Stewart,0,1,1,0
"DEC 07, 2024",DET @ NYK,6,5,2,0,Isaiah Stewart,0,1,0,0
"DEC 04, 2024",DET @ BOS,2,2,1,1,Isaiah Stewart,0,0,1,0
"DEC 03, 2024",DET vs. MIL,9,6,2,0,Isaiah Stewart,0,1,0,0
"NOV 30, 2024",DET vs. PHI,6,4,0,2,Isaiah Stewart,0,0,1,0
"NOV 29, 2024",DET @ IND,2,3,2,0,Isaiah Stewart,0,0,0,0
"NOV 27, 2024",DET @ MEM,0,2,0,0,Isaiah Stewart,0,0,0,0
"NOV 25, 2024",DET vs. TOR,9,7,2,3,Isaiah Stewart,0,1,1,0
"NOV 23, 2024",DET @ ORL,7,5,4,5,Isaiah Stewart,0,1,1,1
"NOV 21, 2024",DET @ CHA,13,9,3,2,Isaiah Stewart,1,1,1,1
"NOV 18, 2024",DET vs. CHI,7,4,3,0,Isaiah Stewart,0,0,0,1
"NOV 17, 2024",DET @ WAS,9,6,1,2,Isaiah Stewart,0,1,1,0
"NOV 15, 2024",DET @ TOR,3,7,1,2,Isaiah Stewart,0,1,1,0
"NOV 13, 2024",DET @ MIL,9,3,0,1,Isaiah Stewart,0,0,1,0
"NOV 12, 2024",DET vs. MIA,13,10,1,0,Isaiah Stewart,1,1,0,0
"NOV 10, 2024",DET vs. HOU,16,8,1,2,Isaiah Stewart,1,1,1,0
"NOV 08, 2024",DET vs. ATL,10,11,3,1,Isaiah Stewart,1,1,1,1
"NOV 06, 2024",DET @ CHA,6,7,6,1,Isaiah Stewart,0,1,1,1
"NOV 04, 2024",DET vs. LAL,8,9,2,2,Isaiah Stewart,0,1,1,0
"NOV 03, 2024",DET @ BKN,2,5,0,2,Isaiah Stewart,0,1,1,0
"NOV 01, 2024",DET vs. NYK,2,2,2,2,Isaiah Stewart,0,0,1,0
"OCT 30, 2024",DET @ PHI,7,11,3,3,Isaiah Stewart,0,1,1,1
"OCT 28, 2024",DET @ MIA,2,15,2,0,Isaiah Stewart,0,1,0,0
"OCT 26, 2024",DET vs. BOS,6,5,3,0,Isaiah Stewart,0,1,0,1
"OCT 25, 2024",DET @ CLE,0,3,1,1,Isaiah Stewart,0,0,1,0
"OCT 23, 2024",DET vs. IND,2,4,2,1,Isaiah Stewart,0,0,1,0
"DEC 28, 2024",DEN vs. DET,6,3,1,0,Julian Strawther,0,0,0,0
"DEC 27, 2024",DEN vs. CLE,11,2,0,0,Julian Strawther,1,0,0,0
"DEC 25, 2024",DEN @ PHX,5,2,1,0,Julian Strawther,0,0,0,0
"DEC 23, 2024",DEN vs. PHX,9,2,1,0,Julian Strawther,0,0,0,0
"DEC 22, 2024",DEN @ NOP,13,1,1,1,Julian Strawther,1,0,1,0
"DEC 19, 2024",DEN @ POR,6,0,1,0,Julian Strawther,0,0,0,0
"DEC 16, 2024",DEN @ SAC,13,4,1,1,Julian Strawther,1,0,1,0
"DEC 13, 2024",DEN vs. LAC,12,4,2,0,Julian Strawther,1,0,0,0
"DEC 08, 2024",DEN @ ATL,13,2,3,0,Julian Strawther,1,0,0,1
"DEC 07, 2024",DEN @ WAS,18,3,2,2,Julian Strawther,1,0,1,0
"DEC 05, 2024",DEN @ CLE,2,0,0,0,Julian Strawther,0,0,0,0
"DEC 03, 2024",DEN vs. GSW,5,1,3,0,Julian Strawther,0,0,0,1
"DEC 01, 2024",DEN @ LAC,15,2,2,0,Julian Strawther,1,0,0,0
"NOV 27, 2024",DEN @ UTA,9,0,1,1,Julian Strawther,0,0,1,0
"NOV 25, 2024",DEN vs. NYK,4,2,1,0,Julian Strawther,0,0,0,0
"NOV 23, 2024",DEN @ LAL,6,2,1,0,Julian Strawther,0,0,0,0
"NOV 22, 2024",DEN vs. DAL,3,0,0,0,Julian Strawther,0,0,0,0
"NOV 19, 2024",DEN @ MEM,6,5,0,1,Julian Strawther,0,1,1,0
"NOV 17, 2024",DEN @ MEM,19,4,3,1,Julian Strawther,1,0,1,1
"NOV 15, 2024",DEN @ NOP,5,3,0,0,Julian Strawther,0,0,0,0
"NOV 10, 2024",DEN vs. DAL,12,1,1,2,Julian Strawther,1,0,1,0
"NOV 08, 2024",DEN vs. MIA,6,1,0,1,Julian Strawther,0,0,1,0
"NOV 06, 2024",DEN vs. OKC,9,5,6,0,Julian Strawther,0,1,0,1
"NOV 04, 2024",DEN vs. TOR,13,2,3,1,Julian Strawther,1,0,1,1
"NOV 02, 2024",DEN vs. UTA,19,2,0,0,Julian Strawther,1,0,0,0
"NOV 01, 2024",DEN @ MIN,4,1,1,0,Julian Strawther,0,0,0,0
"OCT 29, 2024",DEN @ BKN,7,4,0,0,Julian Strawther,0,0,0,0
"OCT 28, 2024",DEN @ TOR,9,2,0,0,Julian Strawther,0,0,0,0
"OCT 26, 2024",DEN vs. LAC,8,2,3,0,Julian Strawther,0,0,0,1
"OCT 24, 2024",DEN vs. OKC,6,0,1,0,Julian Strawther,0,0,0,0
"DEC 27, 2024",CLE @ DEN,5,5,1,0,Max Strus,0,1,0,0
"DEC 23, 2024",CLE vs. UTA,2,6,2,0,Max Strus,0,1,0,0
"DEC 20, 2024",CLE vs. MIL,9,0,2,0,Max Strus,0,0,0,0
"DEC 29, 2024",ORL vs. BKN,8,2,2,0,Jalen Suggs,0,0,0,0
"DEC 27, 2024",ORL vs. NYK,27,4,3,0,Jalen Suggs,1,0,0,1
"DEC 26, 2024",ORL vs. MIA,29,4,2,0,Jalen Suggs,1,0,0,0
"DEC 23, 2024",ORL vs. BOS,16,6,5,2,Jalen Suggs,1,1,1,1
"DEC 19, 2024",ORL vs. OKC,9,5,4,2,Jalen Suggs,0,1,1,1
"DEC 15, 2024",ORL vs. NYK,9,5,8,3,Jalen Suggs,0,1,1,1
"DEC 10, 2024",ORL @ MIL,32,9,1,1,Jalen Suggs,1,1,1,0
"DEC 08, 2024",ORL vs. PHX,26,4,2,0,Jalen Suggs,1,0,0,0
"DEC 06, 2024",ORL @ PHI,22,1,3,0,Jalen Suggs,1,0,0,1
"DEC 04, 2024",ORL @ PHI,17,2,6,0,Jalen Suggs,1,0,0,1
"DEC 03, 2024",ORL @ NYK,14,3,3,1,Jalen Suggs,1,0,1,1
"DEC 01, 2024",ORL @ BKN,12,3,5,0,Jalen Suggs,1,0,0,1
"NOV 29, 2024",ORL @ BKN,12,3,6,1,Jalen Suggs,1,0,1,1
"NOV 27, 2024",ORL vs. CHI,31,3,7,0,Jalen Suggs,1,0,0,1
"NOV 23, 2024",ORL vs. DET,2,0,1,1,Jalen Suggs,0,0,1,0
"NOV 21, 2024",ORL @ LAL,23,5,5,2,Jalen Suggs,1,1,1,1
"NOV 20, 2024",ORL @ LAC,16,2,2,1,Jalen Suggs,1,0,1,0
"NOV 18, 2024",ORL @ PHX,12,2,1,2,Jalen Suggs,1,0,1,0
"NOV 15, 2024",ORL vs. PHI,19,7,3,1,Jalen Suggs,1,1,1,1
"NOV 13, 2024",ORL vs. IND,8,2,3,2,Jalen Suggs,0,0,1,1
"NOV 12, 2024",ORL vs. CHA,17,4,4,1,Jalen Suggs,1,0,1,1
"NOV 10, 2024",ORL vs. WAS,5,3,2,0,Jalen Suggs,0,0,0,0
"NOV 08, 2024",ORL vs. NOP,7,6,3,2,Jalen Suggs,0,1,1,1
"NOV 06, 2024",ORL @ IND,15,5,6,1,Jalen Suggs,1,1,1,1
"NOV 04, 2024",ORL @ OKC,19,6,6,1,Jalen Suggs,1,1,1,1
"NOV 03, 2024",ORL @ DAL,10,4,2,2,Jalen Suggs,1,0,1,0
"NOV 01, 2024",ORL @ CLE,28,8,7,1,Jalen Suggs,1,1,1,1
"OCT 30, 2024",ORL @ CHI,17,6,5,2,Jalen Suggs,1,1,1,1
"OCT 28, 2024",ORL vs. IND,25,5,7,1,Jalen Suggs,1,1,1,1
"OCT 26, 2024",ORL @ MEM,21,7,3,1,Jalen Suggs,1,1,1,1
"OCT 25, 2024",ORL vs. BKN,10,5,1,0,Jalen Suggs,1,1,0,0
"OCT 23, 2024",ORL @ MIA,11,2,4,0,Jalen Suggs,1,0,0,1
"NOV 27, 2024",DET @ MEM,0,1,1,0,Cole Swider,0,0,0,0
"NOV 23, 2024",DET @ ORL,0,1,0,0,Cole Swider,0,0,0,0
"DEC 27, 2024",HOU vs. MIN,6,6,0,0,Jae'Sean Tate,0,1,0,0
"DEC 26, 2024",HOU @ NOP,10,2,0,0,Jae'Sean Tate,1,0,0,0
"DEC 23, 2024",HOU @ CHA,6,1,2,0,Jae'Sean Tate,0,0,0,0
"DEC 22, 2024",HOU @ TOR,7,2,1,0,Jae'Sean Tate,0,0,0,0
"DEC 19, 2024",HOU vs. NOP,0,0,1,0,Jae'Sean Tate,0,0,0,0
"DEC 08, 2024",HOU @ LAC,6,4,2,0,Jae'Sean Tate,0,0,0,0
"DEC 03, 2024",HOU @ SAC,0,0,0,0,Jae'Sean Tate,0,0,0,0
"NOV 22, 2024",HOU vs. POR,1,4,0,0,Jae'Sean Tate,0,0,0,0
"NOV 20, 2024",HOU vs. IND,2,1,0,0,Jae'Sean Tate,0,0,0,0
"NOV 17, 2024",HOU @ CHI,4,3,2,0,Jae'Sean Tate,0,0,0,0
"NOV 15, 2024",HOU vs. LAC,3,2,0,0,Jae'Sean Tate,0,0,0,0
"NOV 11, 2024",HOU vs. WAS,0,1,0,0,Jae'Sean Tate,0,0,0,0
"NOV 08, 2024",HOU @ OKC,6,5,0,0,Jae'Sean Tate,0,1,0,0
"NOV 06, 2024",HOU vs. SAS,2,1,1,0,Jae'Sean Tate,0,0,0,0
"OCT 25, 2024",HOU vs. MEM,0,1,1,0,Jae'Sean Tate,0,0,0,0
"DEC 29, 2024",BOS vs. IND,22,9,6,1,Jayson Tatum,1,1,1,1
"DEC 27, 2024",BOS vs. IND,22,13,4,0,Jayson Tatum,1,1,0,1
"DEC 25, 2024",BOS vs. PHI,32,15,4,1,Jayson Tatum,1,1,1,1
"DEC 21, 2024",BOS @ CHI,43,15,10,0,Jayson Tatum,1,1,0,1
"DEC 19, 2024",BOS vs. CHI,31,10,4,0,Jayson Tatum,1,1,0,1
"DEC 15, 2024",BOS @ WAS,28,12,2,0,Jayson Tatum,1,1,0,0
"DEC 07, 2024",BOS vs. MEM,17,13,9,0,Jayson Tatum,1,1,0,1
"DEC 06, 2024",BOS vs. MIL,34,10,5,0,Jayson Tatum,1,1,0,1
"DEC 02, 2024",BOS vs. MIA,18,11,4,0,Jayson Tatum,1,1,0,1
"DEC 01, 2024",BOS @ CLE,33,8,4,1,Jayson Tatum,1,1,1,1
"NOV 29, 2024",BOS @ CHI,35,14,5,1,Jayson Tatum,1,1,1,1
"NOV 25, 2024",BOS vs. LAC,20,9,4,2,Jayson Tatum,1,1,1,1
"NOV 24, 2024",BOS vs. MIN,26,8,4,0,Jayson Tatum,1,1,0,1
"NOV 22, 2024",BOS @ WAS,16,9,8,0,Jayson Tatum,1,1,0,1
"NOV 19, 2024",BOS vs. CLE,33,12,7,0,Jayson Tatum,1,1,0,1
"NOV 16, 2024",BOS vs. TOR,24,11,9,0,Jayson Tatum,1,1,0,1
"NOV 13, 2024",BOS @ BKN,36,9,10,0,Jayson Tatum,1,1,0,1
"NOV 12, 2024",BOS vs. ATL,20,6,8,2,Jayson Tatum,1,1,1,1
"NOV 10, 2024",BOS @ MIL,31,12,6,0,Jayson Tatum,1,1,0,1
"NOV 08, 2024",BOS vs. BKN,33,9,6,1,Jayson Tatum,1,1,1,1
"NOV 06, 2024",BOS vs. GSW,32,4,2,1,Jayson Tatum,1,0,1,0
"NOV 04, 2024",BOS @ ATL,28,6,9,0,Jayson Tatum,1,1,0,1
"NOV 02, 2024",BOS @ CHA,29,7,3,0,Jayson Tatum,1,1,0,1
"NOV 01, 2024",BOS @ CHA,32,11,3,1,Jayson Tatum,1,1,1,1
"OCT 30, 2024",BOS @ IND,37,8,4,0,Jayson Tatum,1,1,0,1
"OCT 28, 2024",BOS vs. MIL,15,8,4,1,Jayson Tatum,1,1,1,1
"OCT 26, 2024",BOS @ DET,37,4,2,1,Jayson Tatum,1,0,1,0
"OCT 24, 2024",BOS @ WAS,25,11,6,0,Jayson Tatum,1,1,0,1
"OCT 22, 2024",BOS vs. NYK,37,4,10,1,Jayson Tatum,1,0,1,1
"DEC 29, 2024",TOR vs. ATL,0,3,1,0,Garrett Temple,0,0,0,0
"DEC 26, 2024",TOR @ MEM,0,2,1,0,Garrett Temple,0,0,0,0
"DEC 16, 2024",TOR vs. CHI,0,0,0,0,Garrett Temple,0,0,0,0
"DEC 05, 2024",TOR vs. OKC,0,0,0,0,Garrett Temple,0,0,0,0
"NOV 27, 2024",TOR @ NOP,0,0,0,0,Garrett Temple,0,0,0,0
"NOV 24, 2024",TOR @ CLE,0,0,0,0,Garrett Temple,0,0,0,0
